query,product_id,product_title,product_brand,product_color,product,esci
hdmi displayport adapter,B01FX3K7T2,"product_title DisplayPort to HDMI 6 Feet Gold-Plated Cable, Avacon Display Port to HDMI Adapter Male to Male Black",product_brand AVACON,product_color 1 PACK,"product_title DisplayPort to HDMI 6 Feet Gold-Plated Cable, Avacon Display Port to HDMI Adapter Male to Male Blackproduct_brand AVACONproduct_color 1 PACK",E
o2 sensor finger with bp cuff,B003TJH3LI,product_title Deluxe SM-110 Two Way Display Finger Pulse Oximeter with Carry Case and Neck/Wrist Cord,product_brand Santamedical,product_color Silver,product_title Deluxe SM-110 Two Way Display Finger Pulse Oximeter with Carry Case and Neck/Wrist Cordproduct_brand Santamedicalproduct_color Silver,E
iphone to aux adapter,B08DCTLSWC,product_title ENVEL 3.5mm オーディオ iPhone AUX ケーブル 変換 音楽再生 車載用iPhone 11/7 / X / 8/8 Plus / XS Max / XRに対応 １２ヵ月保証,product_brand ENVEL,product_color None,product_title ENVEL 3.5mm オーディオ iPhone AUX ケーブル 変換 音楽再生 車載用iPhone 11/7 / X / 8/8 Plus / XS Max / XRに対応 １２ヵ月保証product_brand ENVELproduct_color None,E
mini projetor,B07QWRMCGX,"product_title GRC Mini Projector, 1080P HD Supported Portable Movie Projector with 45000 Hrs LED Lamp Life, Compatible with TV Stick Video Game HDMI USB AV DVD for Multimedia Home Theater, Projector for outdoor",product_brand GRC,product_color None,"product_title GRC Mini Projector, 1080P HD Supported Portable Movie Projector with 45000 Hrs LED Lamp Life, Compatible with TV Stick Video Game HDMI USB AV DVD for Multimedia Home Theater, Projector for outdoorproduct_brand GRCproduct_color None",E
ultra bright solar lights,B07VH9VVXX,"product_title Solar Lights Outdoor 180 LED ,Yacikos 2000LM Super Bright Security Lights 270°Wide Angle Motion Sensor Lights Wireless IP65 Waterproof Wall Night Light with 3 Modes for Fence Garage Step Stair(2 Pack)",product_brand Yacikos,product_color None,"product_title Solar Lights Outdoor 180 LED ,Yacikos 2000LM Super Bright Security Lights 270°Wide Angle Motion Sensor Lights Wireless IP65 Waterproof Wall Night Light with 3 Modes for Fence Garage Step Stair(2 Pack)product_brand Yacikosproduct_color None",E
15 amp gfci outlet,B085W95DXB,"product_title ANKO GFCI Outlet 20 Amp 4 Pack, UL Listed, Tamper-Resistant, Weather Resistant Receptacle Indoor or Outdoor Use, LED Indicator with Decor Wall Plates and Screws (White)",product_brand ANKO,product_color White,"product_title ANKO GFCI Outlet 20 Amp 4 Pack, UL Listed, Tamper-Resistant, Weather Resistant Receptacle Indoor or Outdoor Use, LED Indicator with Decor Wall Plates and Screws (White)product_brand ANKOproduct_color White",S
slow n sear,B07N957DPH,product_title Slow 'N Sear Drip 'N Roast Porcelain Grill Pan,product_brand Slow 'N Sear,product_color None,product_title Slow 'N Sear Drip 'N Roast Porcelain Grill Panproduct_brand Slow 'N Searproduct_color None,E
robin costume,B07MTXKWF5,product_title miccostumes Men's Grand Theft Red and Black Cosplay Costume Cloak (L),product_brand miccostumes,product_color Red and Black,product_title miccostumes Men's Grand Theft Red and Black Cosplay Costume Cloak (L)product_brand miccostumesproduct_color Red and Black,E
sidney bechet cds,B01MSACPZ3,product_title Essential Original Albums,product_brand Masters Of Music,product_color None,product_title Essential Original Albumsproduct_brand Masters Of Musicproduct_color None,E
janome embroidery hoop for hats,B08FCN6NVH,"product_title Sew Tech RE10B Embroidery Hoop for Janome MC 500E 400E 550E Memory Craft Elna Expressive 830 etc, Sewing and Embroidery Machine Hoops",product_brand Sew Tech,product_color None,"product_title Sew Tech RE10B Embroidery Hoop for Janome MC 500E 400E 550E Memory Craft Elna Expressive 830 etc, Sewing and Embroidery Machine Hoopsproduct_brand Sew Techproduct_color None",C
garage electric heater 240v,B00GC2YELG,"product_title TPI - OCH57240VCE Corporation OCH-57-240VCE Outdoor(Semi-Protected)/Indoor Rated Quartz Electric Infrared Heater, 3000 Watts, 240 Volt, Brown Finish, 59"" in Length",product_brand TPI,product_color 240V,"product_title TPI - OCH57240VCE Corporation OCH-57-240VCE Outdoor(Semi-Protected)/Indoor Rated Quartz Electric Infrared Heater, 3000 Watts, 240 Volt, Brown Finish, 59"" in Lengthproduct_brand TPIproduct_color 240V",E
customizable chef knife,B07MFYZ2FV,"product_title Premium 8 Inch Damascus Chef Knife, Japanese VG10 Super Steel 67 Layer High Carbon Stainless Steel Kitchen Knife with Full Tang Handle",product_brand ALLWIN-HOUSEWARE W,product_color Stainless Steel,"product_title Premium 8 Inch Damascus Chef Knife, Japanese VG10 Super Steel 67 Layer High Carbon Stainless Steel Kitchen Knife with Full Tang Handleproduct_brand ALLWIN-HOUSEWARE Wproduct_color Stainless Steel",E
por-15 patch,B07Y45H1F6,product_title POR-15 45001 Rust Preventative Coating Gloss Black Kit w/Metal Prep & Degreaser,product_brand Por - 15,product_color None,product_title POR-15 45001 Rust Preventative Coating Gloss Black Kit w/Metal Prep & Degreaserproduct_brand Por - 15product_color None,E
yellow candy melts,B007EMYHB0,"product_title Wilton Black Candy Melts, 10-Ounce",product_brand Wilton,product_color Black,"product_title Wilton Black Candy Melts, 10-Ounceproduct_brand Wiltonproduct_color Black",S
1 hp pool pump without filter,B000X05G1A,"product_title Superior Pump 91250 1/4 HP Thermoplastic Utility Pump, Black",product_brand Superior Pump,product_color Black,"product_title Superior Pump 91250 1/4 HP Thermoplastic Utility Pump, Blackproduct_brand Superior Pumpproduct_color Black",S
led lamp for gel nails,B07Q8SM65P,"product_title Melodysusie UV LED Nail Lamp True 54W Professional Nail Dryer for Gel Nail Polish Curing Lamp with 3 Timer Setting, Automatic Sensor, LCD Display, Detachable Tray Nail Art Tools Accessories",product_brand MelodySusie,product_color White,"product_title Melodysusie UV LED Nail Lamp True 54W Professional Nail Dryer for Gel Nail Polish Curing Lamp with 3 Timer Setting, Automatic Sensor, LCD Display, Detachable Tray Nail Art Tools Accessoriesproduct_brand MelodySusieproduct_color White",E
funny face mask reusable,B08GYPYVKD,"product_title Face Coverings for Men Women, Unisex 3D Printing Reusable Washable Bandanas with Adjustable Earloop",product_brand MONISE-home,product_color one color,"product_title Face Coverings for Men Women, Unisex 3D Printing Reusable Washable Bandanas with Adjustable Earloopproduct_brand MONISE-homeproduct_color one color",E
fit 4 u swimsuits,B078HHB2RX,"product_title Fit 4 U Women's Fit 4U Freebird Bandeau Tankini top, Multi, 10",product_brand Fit 4 U,product_color None,"product_title Fit 4 U Women's Fit 4U Freebird Bandeau Tankini top, Multi, 10product_brand Fit 4 Uproduct_color None",E
wok brush,B00GSFDJCW,"product_title Carlisle 4546300 Utility Palmyra Deck Scrub Brush, 8-1/2"" x 4"", Natural",product_brand Carlisle FoodService Products,product_color Natural,"product_title Carlisle 4546300 Utility Palmyra Deck Scrub Brush, 8-1/2"" x 4"", Naturalproduct_brand Carlisle FoodService Productsproduct_color Natural",I
foundation liquid makeup,B01ACPW2QC,"product_title Covergirl + Olay Simply Ageless 3-in-1 Liquid Foundation, Creamy Natural",product_brand COVERGIRL,product_color Creamy Natural,"product_title Covergirl + Olay Simply Ageless 3-in-1 Liquid Foundation, Creamy Naturalproduct_brand COVERGIRLproduct_color Creamy Natural",E
cake making butter paper,B07PFYT8MC,"product_title Reynolds Kitchens Unbleached Parchment Paper Roll, 45 Square Feet",product_brand Reynolds,product_color Brown,"product_title Reynolds Kitchens Unbleached Parchment Paper Roll, 45 Square Feetproduct_brand Reynoldsproduct_color Brown",E
computer desk white,B08CXQNY9R,product_title Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Oak Desktop White Frame,product_brand Coavas,product_color Grained Oak,product_title Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Oak Desktop White Frameproduct_brand Coavasproduct_color Grained Oak,S
12 gram co2 cartridge,B000RF8KMS,"product_title Swiss Arms 12gm CO2 Catridge (5-Pack) , Black",product_brand Swiss Arms,product_color Black,"product_title Swiss Arms 12gm CO2 Catridge (5-Pack) , Blackproduct_brand Swiss Armsproduct_color Black",E
fullstar 7 in 1 chopper pro,B0012ZDZEK,"product_title Ultra Chef Express Food Chopper - 7 in 1 Chopper, Mixer, Blender, Whipper, Slicer, Shredder and Juicer",product_brand Ultra Chef Express,product_color White,"product_title Ultra Chef Express Food Chopper - 7 in 1 Chopper, Mixer, Blender, Whipper, Slicer, Shredder and Juicerproduct_brand Ultra Chef Expressproduct_color White",E
funko pop loot llama,B07V75TXV1,product_title Funko Pop Games: Fortnite - Loot Llama Glow in The Dark,product_brand Funko,product_color None,product_title Funko Pop Games: Fortnite - Loot Llama Glow in The Darkproduct_brand Funkoproduct_color None,E
bettervent,B07DD2DMXB,product_title Essential Values 12 Pack Compatible Replacement Filters (60 Dryer Loads Total) for Bettervent Indoor Dryer Vent,product_brand Essential Values,product_color Blue,product_title Essential Values 12 Pack Compatible Replacement Filters (60 Dryer Loads Total) for Bettervent Indoor Dryer Ventproduct_brand Essential Valuesproduct_color Blue,C
gifts for a 11 year old girl,B07TS6YMTV,"product_title GILI Friendship Bracelet Making Kit for Girls, DIY Craft Kits Toys for 8-10 Years Old Jewelry Maker Kids. Favored Birthday Christmas Gifts for Ages 6- 12yr. Party Supply and Travel Activities",product_brand GILI,product_color Purple,"product_title GILI Friendship Bracelet Making Kit for Girls, DIY Craft Kits Toys for 8-10 Years Old Jewelry Maker Kids. Favored Birthday Christmas Gifts for Ages 6- 12yr. Party Supply and Travel Activitiesproduct_brand GILIproduct_color Purple",E
to walk a pagan path,1912715015,"product_title Runes for Beginners: A Guide to Reading Runes in Divination, Rune Magic, and the Meaning of the Elder Futhark Runes (Divination for Beginners Series)",product_brand Chamberlain Publications,product_color None,"product_title Runes for Beginners: A Guide to Reading Runes in Divination, Rune Magic, and the Meaning of the Elder Futhark Runes (Divination for Beginners Series)product_brand Chamberlain Publicationsproduct_color None",I
le creuset sets,B01N7QKD1P,"product_title Le Creuset Silicone Craft Series Utensil Set with Stoneware Crock, 5 pc., Oyster",product_brand Le Creuset,product_color Oyster,"product_title Le Creuset Silicone Craft Series Utensil Set with Stoneware Crock, 5 pc., Oysterproduct_brand Le Creusetproduct_color Oyster",E
tv 32 inches,B07CL4GLQW,"product_title SAMSUNG 32-inch Class LED Smart FHD TV 1080P (UN32N5300AFXZA, 2018 Model)",product_brand SAMSUNG,product_color Black,"product_title SAMSUNG 32-inch Class LED Smart FHD TV 1080P (UN32N5300AFXZA, 2018 Model)product_brand SAMSUNGproduct_color Black",E
tree of life purse,B07M669X4D,product_title ALAZA Vintage Colorful Tree of Life Durable Backpack Book Laptop Sleeve College School Travel Shoulder Bag for Women Girls Men Boys,product_brand ABLINK,product_color Multicoloured,product_title ALAZA Vintage Colorful Tree of Life Durable Backpack Book Laptop Sleeve College School Travel Shoulder Bag for Women Girls Men Boysproduct_brand ABLINKproduct_color Multicoloured,S
10 inch memory foam mattress topper without gel,B07CPW4BXH,"product_title Sweetnight King Mattress in a Box - 12 Inch Plush Pillow Top Hybrid Mattress, Gel Memory Foam for Sleep Cool, Motion Isolating Individually Wrapped Coils, King Size, Twilight",product_brand Sweetnight,product_color White,"product_title Sweetnight King Mattress in a Box - 12 Inch Plush Pillow Top Hybrid Mattress, Gel Memory Foam for Sleep Cool, Motion Isolating Individually Wrapped Coils, King Size, Twilightproduct_brand Sweetnightproduct_color White",I
waffle bowl maker,B010TCP3SC,"product_title Dash Mini Waffle Maker for Individual Waffles, Hash Browns, Keto Chaffles with Easy to Clean, Non-Stick Surfaces, 4 Inch, Red, DMW001RD",product_brand DASH,product_color Red,"product_title Dash Mini Waffle Maker for Individual Waffles, Hash Browns, Keto Chaffles with Easy to Clean, Non-Stick Surfaces, 4 Inch, Red, DMW001RDproduct_brand DASHproduct_color Red",E
electric pedicure,B07VHC629L,product_title Winner666 2019 Electric Nail Drilling Machine Glove Manicure Pedicure Nail File Bit Nail Art (White),product_brand Winner666,product_color White,product_title Winner666 2019 Electric Nail Drilling Machine Glove Manicure Pedicure Nail File Bit Nail Art (White)product_brand Winner666product_color White,E
thermos 16 oz vacuum insulated,B00ZT8CNOY,"product_title Thermos Vacuum Insulated Stainless Steel Travel Tumbler, 16 oz",product_brand THERMOS,product_color Burgundy,"product_title Thermos Vacuum Insulated Stainless Steel Travel Tumbler, 16 ozproduct_brand THERMOSproduct_color Burgundy",E
wisenet security camera system,B07GZ8CGN2,product_title Wisenet SDH-C85105BF 16 Channel Super HD DVR Video Security System with 2TB Hard Drive and 10 5MP Weather Resistant Bullet Cameras (SDC-89445BF),product_brand Wisenet,product_color None,product_title Wisenet SDH-C85105BF 16 Channel Super HD DVR Video Security System with 2TB Hard Drive and 10 5MP Weather Resistant Bullet Cameras (SDC-89445BF)product_brand Wisenetproduct_color None,E
electra glide classic front motor mount,B07CLDMX19,product_title 130/90B-16 (73H) Shinko 777 H.D. Front Motorcycle Tire Black Wall for Harley-Davidson Electra-Glide Classic FLHTC/I 1999-2008,product_brand Shinko,product_color None,product_title 130/90B-16 (73H) Shinko 777 H.D. Front Motorcycle Tire Black Wall for Harley-Davidson Electra-Glide Classic FLHTC/I 1999-2008product_brand Shinkoproduct_color None,C
newair fan,B01M0X1SOY,"product_title B-Air FIRTANA-20X High Velocity Electric Industrial and Home Floor Fan, 20""",product_brand B-Air,product_color Black,"product_title B-Air FIRTANA-20X High Velocity Electric Industrial and Home Floor Fan, 20""product_brand B-Airproduct_color Black",S
b vitamin complex chewable,B081S7ZHMC,"product_title Vitamin B for Adults with Vitamin B6, B12, C, Biotin, Niacin, Folic Acid, Vegan - Vegetarian - Energy, Spring Va",product_brand Spring Valley,product_color None,"product_title Vitamin B for Adults with Vitamin B6, B12, C, Biotin, Niacin, Folic Acid, Vegan - Vegetarian - Energy, Spring Vaproduct_brand Spring Valleyproduct_color None",S
bulb without electricity,B08CMQ79BV,"product_title Smart Bulb, Alexa Light Bulb Work with Alexa,Google Home Echo Dot(No Hub Required), WiFi Color Changing Light Bulb, RGBCW A19 E26 Equivalent 60W, Dimmable, 2.4Ghz only, 2 Pack CT CAPETRONIX",product_brand CT CAPETRONIX,product_color Multi-colored,"product_title Smart Bulb, Alexa Light Bulb Work with Alexa,Google Home Echo Dot(No Hub Required), WiFi Color Changing Light Bulb, RGBCW A19 E26 Equivalent 60W, Dimmable, 2.4Ghz only, 2 Pack CT CAPETRONIXproduct_brand CT CAPETRONIXproduct_color Multi-colored",E
duvet cover with navy blue pink,B01H7NLQQY,"product_title Amazon Basics Light-Weight Microfiber Duvet Cover Set with Snap Buttons - Full/Queen, Navy Blue",product_brand Amazon Basics,product_color Navy Blue,"product_title Amazon Basics Light-Weight Microfiber Duvet Cover Set with Snap Buttons - Full/Queen, Navy Blueproduct_brand Amazon Basicsproduct_color Navy Blue",S
little puzzle thing jigsaw puzzle,B00ITTI3VW,"product_title Buffalo Games - Cinque Terre - 1000 Piece Jigsaw Puzzle Multi, 26.75""L X 19.75""W",product_brand Buffalo Games,product_color Multi,"product_title Buffalo Games - Cinque Terre - 1000 Piece Jigsaw Puzzle Multi, 26.75""L X 19.75""Wproduct_brand Buffalo Gamesproduct_color Multi",E
n95 mask without earloop,B08JRD37MV,"product_title KN95 Face Mask 50 Pack, WWDOLL KN95 Masks 5-Layer Breathable Mask with Elastic Earloop and Nose Bridge Clip, Dispoasable Respirator Protection Against PM2.5 White",product_brand WWDOLL,product_color White,"product_title KN95 Face Mask 50 Pack, WWDOLL KN95 Masks 5-Layer Breathable Mask with Elastic Earloop and Nose Bridge Clip, Dispoasable Respirator Protection Against PM2.5 Whiteproduct_brand WWDOLLproduct_color White",E
sling first aid,B001DJBZU6,"product_title ARM SLING, BLUE, SPORT CARE, OSFM (EA)",product_brand Mueller,product_color Blue,"product_title ARM SLING, BLUE, SPORT CARE, OSFM (EA)product_brand Muellerproduct_color Blue",S
lice prevention shampoo,B077KWFKZX,"product_title Fairy Tales Rosemary Repel Shampoo, Conditioner, & Conditioning Spray TRIO Set (with Sleek Steel Pin Tail Comb) (12 oz, 8 oz, 8 oz TRIO KIT)",product_brand Fairy Tales,product_color None,"product_title Fairy Tales Rosemary Repel Shampoo, Conditioner, & Conditioning Spray TRIO Set (with Sleek Steel Pin Tail Comb) (12 oz, 8 oz, 8 oz TRIO KIT)product_brand Fairy Talesproduct_color None",S
lawn mower trailer tires and wheels 5/8 bearings,B000WQIZJ0,"product_title Marathon 4.00-6"" Pneumatic (Air Filled) Tire on Wheel, 3"" Hub, 5/8"" Bearings",product_brand Marathon Industries,product_color White,"product_title Marathon 4.00-6"" Pneumatic (Air Filled) Tire on Wheel, 3"" Hub, 5/8"" Bearingsproduct_brand Marathon Industriesproduct_color White",E
10x10 replacement canopy cover,B079GY8K4W,product_title KCHEX 2 Tier 12x10' Gazebo Canopy Top Cover Replacement L-GZ288PST-4D Outdoor Sport Events Wedding Parties Craft Shows Music Festivals,product_brand KCHEX,product_color Brown,product_title KCHEX 2 Tier 12x10' Gazebo Canopy Top Cover Replacement L-GZ288PST-4D Outdoor Sport Events Wedding Parties Craft Shows Music Festivalsproduct_brand KCHEXproduct_color Brown,S
adapter from cell to tv,B01EHSX28M,"product_title TaoTronics Bluetooth 5.0 Transmitter and Receiver, 2-in-1 Wireless 3.5mm Adapter (Low Latency, 2 Devices Simultaneously, For TV/Home Sound System/Car/Nintendo Switch)",product_brand TaoTronics,product_color Black,"product_title TaoTronics Bluetooth 5.0 Transmitter and Receiver, 2-in-1 Wireless 3.5mm Adapter (Low Latency, 2 Devices Simultaneously, For TV/Home Sound System/Car/Nintendo Switch)product_brand TaoTronicsproduct_color Black",E
"book, author, lynn austin",0764211188,product_title Pilgrimage: My Journey to a Deeper Faith in the Land Where Jesus Walked,product_brand Bethany House Publishers,product_color None,product_title Pilgrimage: My Journey to a Deeper Faith in the Land Where Jesus Walkedproduct_brand Bethany House Publishersproduct_color None,E
adhesive cylinder knobs,B07GF9P3FY,"product_title Amazon Basics Rounded 3.5 Inch x 3.5 Inch Door Hinges, 18 Pack, Satin Nickel",product_brand Amazon Basics,product_color Satin Nickel,"product_title Amazon Basics Rounded 3.5 Inch x 3.5 Inch Door Hinges, 18 Pack, Satin Nickelproduct_brand Amazon Basicsproduct_color Satin Nickel",I
kids toothbrush batman,B00JDP5TZO,product_title Batman Toothbrush 910558,product_brand BATMAN,product_color None,product_title Batman Toothbrush 910558product_brand BATMANproduct_color None,E
garbage disposal drain kit,B07GNDL1MG,"product_title SINKINGDOM Garbage Disposal SinkTop Air Switch Kit with Long Button,Brass Made Cover,Oil Rubbed Bronze",product_brand SINKINGDOM,product_color Oil-Rubbed Bronze,"product_title SINKINGDOM Garbage Disposal SinkTop Air Switch Kit with Long Button,Brass Made Cover,Oil Rubbed Bronzeproduct_brand SINKINGDOMproduct_color Oil-Rubbed Bronze",E
kids kindergarten supplies,1724738992,"product_title Handwriting Practice Paper: ABC Kids, Notebook with Dotted Lined Sheets for K-3 Students, 100 pages, 8.5x11 inches",product_brand None,product_color None,"product_title Handwriting Practice Paper: ABC Kids, Notebook with Dotted Lined Sheets for K-3 Students, 100 pages, 8.5x11 inchesproduct_brand Noneproduct_color None",E
full body mirror,B07KBZ7CTR,"product_title QiMH Vertical 47x22 Inch Wall Mounted LED Lighted Vanity Mirror with Aluminum Frame Backlit, Bedroom and Bathroom Hanging Rectangle Whole Body Mirror",product_brand QiMH,product_color White,"product_title QiMH Vertical 47x22 Inch Wall Mounted LED Lighted Vanity Mirror with Aluminum Frame Backlit, Bedroom and Bathroom Hanging Rectangle Whole Body Mirrorproduct_brand QiMHproduct_color White",E
cartoon r,B0033090D2,product_title The Lord of the Rings: 1978 Animated Movie (Remastered Deluxe Edition),product_brand WARNER STUDIOS,product_color None,product_title The Lord of the Rings: 1978 Animated Movie (Remastered Deluxe Edition)product_brand WARNER STUDIOSproduct_color None,E
xmen shirt,B081NT93ZM,product_title Marvel Graphic Tees Mens Shirts - X-Men Black Long Sleeve Tee Shirts for Men (X-Small),product_brand Marvel,product_color Black,product_title Marvel Graphic Tees Mens Shirts - X-Men Black Long Sleeve Tee Shirts for Men (X-Small)product_brand Marvelproduct_color Black,E
ornimates,B07FCZS4SF,"product_title AUXO-FUN 1.57"" 28ct shatterproof Christmas Ball Ornaments in 4 finishes for Christmas Tree Decoration (Golden Yellow)",product_brand AUXO-FUN,product_color Golden Yellow,"product_title AUXO-FUN 1.57"" 28ct shatterproof Christmas Ball Ornaments in 4 finishes for Christmas Tree Decoration (Golden Yellow)product_brand AUXO-FUNproduct_color Golden Yellow",E
the north face woman winter coat,B07M6BNQ87,"product_title The North Face Women's Dealio Down Parkina, TNF Black, L",product_brand The North Face,product_color Tnf Black,"product_title The North Face Women's Dealio Down Parkina, TNF Black, Lproduct_brand The North Faceproduct_color Tnf Black",E
ariat,B01HB26IEG,product_title ARIAT Women’s New Team Softshell Jacket,product_brand ARIAT,product_color Black,product_title ARIAT Women’s New Team Softshell Jacketproduct_brand ARIATproduct_color Black,E
umbro shorts womens,B06XDBF85F,"product_title Umbro Women's Deluxe Jogger, Black/White, Small",product_brand Umbro,product_color Black/White,"product_title Umbro Women's Deluxe Jogger, Black/White, Smallproduct_brand Umbroproduct_color Black/White",I
clear nails plus,B0015358TE,"product_title Nail Magic - Nail Hardener & Conditioner, 0.5 Fl Oz, Revives Chipping, Peeling & Brittle Nails, Strengthening, Conditions & Hardens Natural Nails, 60 Years of Superior Results",product_brand Nail Magic,product_color Pinkish,"product_title Nail Magic - Nail Hardener & Conditioner, 0.5 Fl Oz, Revives Chipping, Peeling & Brittle Nails, Strengthening, Conditions & Hardens Natural Nails, 60 Years of Superior Resultsproduct_brand Nail Magicproduct_color Pinkish",S
bluetooth shower speaker,B00KHX9MCW,"product_title iFox iF012 Bluetooth Shower Speaker - Certified Waterproof - Wireless It Pairs Easily to All Your Bluetooth Devices - Phones, Tablets, Computer, Radio",product_brand iFox Creations,product_color Black/Gold,"product_title iFox iF012 Bluetooth Shower Speaker - Certified Waterproof - Wireless It Pairs Easily to All Your Bluetooth Devices - Phones, Tablets, Computer, Radioproduct_brand iFox Creationsproduct_color Black/Gold",E
extra depth shoes for men,B01HFKKS36,"product_title Merrell Men's Moab 2 MID Waterproof Hiking Boot, Earth, 9",product_brand Merrell,product_color Earth,"product_title Merrell Men's Moab 2 MID Waterproof Hiking Boot, Earth, 9product_brand Merrellproduct_color Earth",S
womens thielen,B07CMM7FR1,product_title Flor de la Mar,product_brand None,product_color None,product_title Flor de la Marproduct_brand Noneproduct_color None,I
choose your own adventure books,1933390956,"product_title Choose Your Own Adventure 4-Book Boxed Set #2 (Mystery of the Maya, House of Danger, Race Forever, Escape)",product_brand CHOOSECO LLC,product_color None,"product_title Choose Your Own Adventure 4-Book Boxed Set #2 (Mystery of the Maya, House of Danger, Race Forever, Escape)product_brand CHOOSECO LLCproduct_color None",E
gazebo 10x20 aluminum roof,B07CJRRJJL,product_title Kozyard Alexander Hardtop Aluminum Permanent Gazebo with a Mosquito Net and Privacy Sidewalls (Alexander 12‘x16‘),product_brand Kozyard,product_color None,product_title Kozyard Alexander Hardtop Aluminum Permanent Gazebo with a Mosquito Net and Privacy Sidewalls (Alexander 12‘x16‘)product_brand Kozyardproduct_color None,S
small shephards hooks,B06Y4D5SPM,"product_title Ashman Shepherds Hook 10 Pack Black, 35 Inches Tall, Made of Premium Metal for Hanging Solar Light, Bird Feeders, Mason Jars, Garden Stake and Wedding Decor",product_brand AshmanOnline,product_color Black,"product_title Ashman Shepherds Hook 10 Pack Black, 35 Inches Tall, Made of Premium Metal for Hanging Solar Light, Bird Feeders, Mason Jars, Garden Stake and Wedding Decorproduct_brand AshmanOnlineproduct_color Black",E
pirate light fixture,B071VMBD13,product_title Newrays Antique Wood Wine Barrel Pendant Lamp Hanging Rustic Unique Kitchen Bar Ceiling Lamp Light Fixtures (S),product_brand Newrays,product_color S,product_title Newrays Antique Wood Wine Barrel Pendant Lamp Hanging Rustic Unique Kitchen Bar Ceiling Lamp Light Fixtures (S)product_brand Newraysproduct_color S,E
eye makeup brush set with case,B07QLWLBCR,"product_title BESTOPE Eye Makeup Brush Set, 18 Pieces Professional Cosmetic Makeup Brushes Includes Eye Shadow Eyebrow Eyelash EyeLiners Brushes Detail Brushes with Top Quailty Soft Synthetic Hairs",product_brand BESTOPE,product_color B07QLWLBCR,"product_title BESTOPE Eye Makeup Brush Set, 18 Pieces Professional Cosmetic Makeup Brushes Includes Eye Shadow Eyebrow Eyelash EyeLiners Brushes Detail Brushes with Top Quailty Soft Synthetic Hairsproduct_brand BESTOPEproduct_color B07QLWLBCR",S
sandalias de mujer guess plataforma,B08V8M87Y8,product_title GUESS Stands Ivory/Luggage 8.5 M,product_brand GUESS,product_color Ivory/Luggage,product_title GUESS Stands Ivory/Luggage 8.5 Mproduct_brand GUESSproduct_color Ivory/Luggage,I
catch flights not feelings,B087BRZRZH,product_title LORSU Women Catch Flights Not Feelings Shirt Funny Plane Vacation Travel Graphic Tees Travel Shirt Green S,product_brand LORSU,product_color Green,product_title LORSU Women Catch Flights Not Feelings Shirt Funny Plane Vacation Travel Graphic Tees Travel Shirt Green Sproduct_brand LORSUproduct_color Green,E
dictionary bookmark,B07PHHXD1R,product_title Electronic Dictionary Bookmark (Translation Edition) - Spanish-English,product_brand Fifi,product_color None,product_title Electronic Dictionary Bookmark (Translation Edition) - Spanish-Englishproduct_brand Fifiproduct_color None,E
first christmas without you,B075HZXV6R,product_title Memorial Christmas Ornament Sympathy Gift Angel in Heaven I Call Her Mom,product_brand The Creative Canvas,product_color Clear White Silvertone,product_title Memorial Christmas Ornament Sympathy Gift Angel in Heaven I Call Her Momproduct_brand The Creative Canvasproduct_color Clear White Silvertone,I
brachs candy,B07VMNCVR3,product_title Brach's Jelly Nougats - Delicious Individually Wrapped 1.5 lbs Fresh Taffy Bulk Candy with Refrigerator Magnet,product_brand Emporium Candy,product_color None,product_title Brach's Jelly Nougats - Delicious Individually Wrapped 1.5 lbs Fresh Taffy Bulk Candy with Refrigerator Magnetproduct_brand Emporium Candyproduct_color None,E
boys swim trunks,B076J59Q1P,"product_title Kanu Surf Boys' Echo Quick Dry UPF 50+ Beach Swim Trunk, Victor Navy/Orange, 14/16",product_brand Kanu Surf,product_color Victor Navy/Orange,"product_title Kanu Surf Boys' Echo Quick Dry UPF 50+ Beach Swim Trunk, Victor Navy/Orange, 14/16product_brand Kanu Surfproduct_color Victor Navy/Orange",E
war wolf book,1400208807,product_title They Were Soldiers: The Sacrifices and Contributions of Our Vietnam Veterans,product_brand Thomas Nelson,product_color None,product_title They Were Soldiers: The Sacrifices and Contributions of Our Vietnam Veteransproduct_brand Thomas Nelsonproduct_color None,I
skierg,B00F74RX40,"product_title ASSAULTFITNESS Assault AirBike Classic, Black",product_brand ASSAULTFITNESS,product_color Black,"product_title ASSAULTFITNESS Assault AirBike Classic, Blackproduct_brand ASSAULTFITNESSproduct_color Black",I
gillette fusion blades,B0168MB6SS,"product_title Gillette ProGlide Chill Mens Razor Blade Refills, 8 Count, Cooling Technology Chills Skin",product_brand Gillette,product_color Proshield Chill,"product_title Gillette ProGlide Chill Mens Razor Blade Refills, 8 Count, Cooling Technology Chills Skinproduct_brand Gilletteproduct_color Proshield Chill",S
kentucky wildcat shoes,B004512C92,product_title KEN08-3 - Kentucky Wildcats - Large - Happy Feet Mens and Womens Flip Flop Slippers,product_brand Comfy Feet,product_color None,product_title KEN08-3 - Kentucky Wildcats - Large - Happy Feet Mens and Womens Flip Flop Slippersproduct_brand Comfy Feetproduct_color None,S
